,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,agegroup,EducationLevel,placed
136616,1,1,1,1,1,65,255,1,14,123,1203,9,13,1,3,3,
117476,2,1,1,3,12,48,1821,12,49,48,5911,9,13,1,2,3,
142258,1,1,3,2,23,403,84,22,400,368,831,4,4,1,3,2,
1131,2,1,4,3,1,428,451,1,64,66,937,3,45,1,4,5,
101039,2,1,4,3,1,65,14,1,14,123,424,6,41,1,3,2,
96431,1,1,1,3,24,452,1400,23,447,200,6744,11,30,1,3,5,
109361,2,1,3,3,11,295,105,11,181,175,1111,12,17,1,3,3,
55408,1,1,3,4,13,76,59,13,74,180,904,1,24,1,3,2,
92695,2,1,1,1,24,237,87,23,220,213,319,4,4,1,3,2,
45952,1,1,4,3,13,84,53,13,187,461,2482,4,4,1,3,5,
74547,2,1,1,3,5,285,971,5,284,138,2683,6,6,1,3,3,
127748,1,1,3,3,1,190,259,1,188,1,760,1,1,1,5,5,
121856,1,1,3,4,4,143,140,4,141,137,184,17,31,1,4,3,
4170,2,1,3,3,3,78,291,3,76,6,539,4,4,1,4,2,
78766,1,1,3,1,13,134,59,13,131,126,534,2,2,1,3,3,
102184,1,1,3,3,14,51,54,14,52,52,56,3,9,1,3,2,
140012,1,1,1,3,5,101,341,5,190,334,4303,3,9,3,2,5,
89241,2,1,1,1,5,39,11,5,321,303,531,28,63,1,7,2,
77872,2,1,3,1,8,595,1209,8,587,36,3620,5,42,1,2,2,
36002,1,1,1,3,16,253,34,16,256,81,381,1,24,3,3,3,
80754,2,1,1,1,6,561,61,6,551,310,1838,3,20,1,3,3,
112712,1,1,1,4,11,611,1058,11,609,509,3037,31,211,1,6,2,
115326,1,1,3,3,18,331,214,18,329,242,1118,17,31,1,3,5,
118817,1,1,3,7,15,254,432,15,257,280,3939,1,1,6,3,2,
139580,2,1,3,2,9,277,45,9,429,530,4640,11,30,1,4,5,
54388,2,1,3,1,17,246,233,17,249,55,384,15,32,1,3,3,
129059,2,1,3,1,3,4,1137,3,4,4,3363,3,9,1,1,3,
99756,2,1,4,3,6,131,87,6,128,50,1215,14,27,1,2,3,
11096,1,1,1,3,5,259,736,5,179,171,1903,4,4,1,4,3,
106636,1,1,4,3,1,65,14,1,14,123,424,5,66,5,3,3,
94027,1,2,3,4,16,355,1257,16,354,329,3805,13,85,1,7,3,
8523,2,2,1,1,5,346,588,5,190,334,1347,13,8,1,5,2,
14884,2,1,1,3,1,190,255,1,188,182,1809,3,45,1,2,3,
10500,2,1,4,3,5,126,61,5,122,119,2392,4,7,1,4,2,
114071,1,1,3,4,4,380,140,4,141,137,184,17,31,1,2,3,
41785,2,2,3,7,15,207,1617,15,239,186,5094,13,6,1,6,2,
6677,2,1,1,3,8,149,1104,8,147,142,3240,10,143,1,6,2,
1130,1,1,3,1,12,23,124,12,23,90,936,1,33,1,2,3,
135388,2,1,1,5,3,133,299,3,90,64,2939,3,38,1,1,2,
113468,2,1,1,3,18,251,130,18,253,242,6045,3,45,1,4,3,
7315,1,1,3,7,15,107,1152,15,104,101,3406,1,24,1,3,3,
39641,2,1,1,3,8,16,34,8,16,16,2501,19,40,1,4,2,
74996,1,1,3,3,24,486,87,23,481,501,2201,5,77,1,5,2,
146198,1,1,4,3,6,83,806,6,81,192,6941,12,17,1,3,2,
110142,1,1,4,3,1,114,259,1,111,108,1046,5,5,1,3,3,
112609,1,1,1,5,1,190,212,1,188,182,2732,7,10,1,5,2,
72514,2,1,1,1,17,166,74,17,164,68,1855,12,17,1,2,3,
77068,2,1,1,3,11,183,45,11,181,175,251,12,17,1,2,3,
77014,1,1,3,3,14,51,54,14,52,52,56,2,15,1,3,3,
105781,1,1,1,1,9,38,154,9,159,153,209,5,42,1,2,3,
63473,1,1,1,3,23,204,183,22,201,195,1554,1,1,1,6,2,
25876,1,1,3,4,4,456,140,4,505,486,3188,14,136,1,7,3,
80015,1,1,4,3,6,561,71,6,551,310,76,11,69,1,4,3,
35106,2,1,1,4,15,110,316,15,101,98,1620,3,20,1,3,3,
49729,1,1,1,4,16,49,51,16,50,49,2271,15,82,1,3,3,
11924,2,1,1,3,8,214,81,8,211,204,1845,3,9,1,4,2,
111558,1,1,4,7,15,105,156,15,100,98,2170,1,1,12,3,2,
75510,1,1,1,1,5,144,142,5,142,138,582,1,54,1,4,2,
133599,1,1,3,3,9,77,334,9,75,211,1537,1,24,1,3,3,
95561,2,1,3,3,1,65,259,1,14,123,1180,5,42,1,3,4,
37057,1,1,3,3,12,23,1512,12,23,58,4690,1,1,1,2,2,
63055,1,1,1,3,4,473,498,4,465,418,3364,1,8,1,6,2,
4365,1,1,1,3,3,52,838,3,53,53,2180,6,6,1,2,3,
120516,2,1,1,1,1,65,115,1,507,123,1470,3,19,1,2,2,
82772,1,1,3,3,14,513,579,14,455,414,1888,1,1,2,4,2,
18917,2,1,3,1,13,26,87,13,26,481,1821,14,27,1,3,2,
12405,2,1,3,3,8,149,94,8,147,142,4446,9,35,1,3,3,
94086,2,1,3,1,19,297,361,19,296,93,694,1,1,1,2,3,
25851,2,1,4,3,5,66,45,5,65,67,1003,3,38,1,5,5,
89447,1,1,3,3,8,407,11,8,301,89,483,9,36,1,3,3,
61045,2,1,4,3,5,109,341,5,107,104,4723,3,9,1,4,3,
107212,1,1,3,3,24,210,19,23,206,200,294,6,81,6,3,5,
149116,2,1,4,1,13,122,695,13,118,115,1710,3,38,1,3,3,
84895,1,1,2,2,2,329,696,2,655,2,4474,8,28,1,1,3,
91713,2,1,4,3,8,206,45,8,203,196,993,18,88,1,4,2,
108868,1,1,4,1,8,287,397,8,286,179,2809,3,3,1,2,3,
80159,2,1,4,1,24,452,416,23,447,521,4234,5,22,1,3,5,
121068,2,1,3,3,5,11,182,5,190,184,262,18,37,1,2,3,
39716,1,1,3,1,5,71,45,5,70,71,3086,1,24,1,2,2,
30851,2,1,3,4,22,138,87,25,135,130,1542,3,20,1,3,5,
53081,1,1,4,3,8,16,310,8,269,258,2308,3,9,1,6,3,
137228,2,1,3,1,19,509,65,19,175,61,1663,28,63,1,6,3,
92447,1,1,1,3,4,363,183,4,345,322,1965,10,116,1,4,3,
88469,1,1,3,3,8,372,2307,8,403,423,7510,7,47,5,2,2,
35166,1,1,1,3,6,140,137,6,137,133,178,4,4,1,3,2,
33850,2,1,1,5,22,154,342,25,152,173,2671,9,36,1,4,2,
44857,1,1,2,3,8,622,1013,8,479,354,2856,9,35,1,2,3,
3368,2,1,3,3,6,12,772,6,12,12,1958,4,4,1,3,3,
54948,1,1,1,5,5,346,341,5,344,321,4791,17,72,1,2,2,
63151,2,1,1,3,22,361,87,25,572,496,2082,3,38,1,3,2,
18187,2,1,4,1,21,457,87,21,95,83,117,5,48,1,2,2,
14601,2,1,1,1,22,238,14,1,64,114,496,3,9,4,3,4,
138260,1,1,3,3,12,97,132,12,57,23,171,5,5,1,3,2,
141926,2,1,3,1,21,491,99,21,483,432,1261,12,17,1,3,2,
118980,2,1,1,2,23,160,38,22,157,152,206,5,80,1,2,3,
96022,2,1,3,3,13,26,1370,13,26,344,4238,3,3,1,3,3,
23701,2,1,1,3,6,25,156,6,25,50,681,3,9,2,3,3,
118072,2,1,1,3,13,310,87,13,172,474,1782,24,67,6,3,5,
37299,2,1,1,5,5,201,461,5,58,59,3962,3,9,1,3,3,
74150,1,1,4,3,16,100,89,16,96,94,1764,4,4,6,4,3,
143619,1,1,4,4,23,368,45,1,14,339,688,10,50,1,3,2,
42208,1,1,4,4,15,105,1078,15,100,98,3115,7,11,2,3,3,
91410,1,1,3,3,5,337,103,5,97,95,6814,3,9,1,3,3,
141991,2,1,3,3,8,94,87,8,162,157,214,18,37,1,5,3,
145249,1,1,4,7,3,78,13,3,76,6,1694,1,1,1,4,2,
95188,2,1,4,3,6,179,45,6,178,170,2153,23,63,1,3,2,
24451,1,1,1,3,3,158,43,3,280,41,432,10,25,1,2,2,
132836,2,1,3,3,13,34,54,13,34,34,4607,3,9,1,3,3,
102636,2,1,1,3,5,151,64,5,149,144,1173,3,44,1,3,3,
138769,2,1,1,3,13,26,365,13,26,344,706,9,35,1,3,5,
131777,1,1,3,3,14,51,1352,14,52,52,4170,9,35,1,2,3,
24305,1,1,1,1,11,470,631,11,461,357,1474,5,5,1,2,2,
62285,2,1,1,3,3,4,903,3,4,64,2438,3,9,1,3,3,
13664,1,1,3,3,11,242,562,11,244,234,1266,2,15,1,4,2,
24529,1,1,3,3,7,274,30,7,13,13,721,2,110,1,3,2,
51187,2,1,1,3,3,4,4,3,4,4,4,5,66,1,5,3,
135463,2,1,4,3,3,9,13,3,9,9,1851,4,4,1,4,3,
103489,1,1,3,4,6,140,117,6,137,133,3580,3,45,1,3,2,
4295,1,1,3,1,24,293,358,23,293,278,2474,1,33,1,3,3,
66487,1,1,1,1,8,36,37,8,36,36,38,5,22,1,4,2,
127587,2,1,3,3,11,295,130,11,295,279,895,17,75,1,2,3,
53950,1,1,4,1,9,18,38,9,18,18,996,4,4,1,2,2,
113374,1,1,3,3,5,11,11,5,11,11,11,4,4,1,3,3,
70887,2,1,1,3,15,44,619,15,45,44,4855,27,126,6,4,3,
55930,1,1,1,3,8,91,91,8,89,88,105,7,10,1,3,3,
138526,1,1,4,1,5,409,67,5,405,441,141,1,54,1,3,2,
11065,2,1,3,5,20,61,1357,20,61,62,4193,5,42,1,2,3,
105725,1,1,4,3,25,117,113,24,114,111,144,27,126,5,4,2,
128266,2,1,1,1,5,358,45,5,358,363,782,12,17,1,2,3,
96042,1,1,4,3,5,348,67,5,279,266,549,1,1,1,2,2,
81219,2,1,4,3,5,359,99,5,359,333,1426,4,4,1,3,3,
45345,1,1,4,3,5,101,341,5,190,184,1001,21,53,12,2,3,
36838,2,1,3,3,12,48,67,12,49,90,109,21,95,1,4,2,
56615,2,1,3,3,20,113,444,20,110,107,911,24,67,1,3,2,
118894,1,1,3,3,21,255,45,21,262,249,389,9,43,1,4,2,
42900,1,1,3,1,32,388,386,32,511,355,1500,3,3,8,5,3,
140187,2,1,3,1,5,115,67,5,112,109,141,3,3,1,4,2,
100777,2,1,4,3,7,571,30,7,561,232,1930,3,20,2,4,2,
4744,2,1,1,5,23,204,192,22,201,195,2630,3,3,1,4,3,
35344,1,1,3,1,13,122,695,13,118,115,1710,6,64,1,2,2,
22907,2,1,1,1,4,234,994,4,273,264,2786,30,133,1,2,3,
117185,2,1,4,3,16,261,221,16,431,395,5434,17,31,1,7,3,
116879,1,1,2,3,17,416,166,17,173,165,231,23,63,1,3,3,
89776,1,1,3,1,12,97,67,12,57,23,141,8,28,1,3,2,
76039,2,1,3,3,5,346,1324,5,344,321,4065,3,19,1,3,3,
66975,2,1,3,3,8,270,335,8,231,222,4090,3,38,1,5,3,
40774,2,1,4,3,6,12,133,6,12,12,5956,27,126,1,3,2,
20140,2,1,1,3,6,131,257,6,128,50,947,4,7,1,3,3,
70510,1,1,1,3,1,182,14,1,484,73,1353,5,66,1,2,3,
115127,1,1,1,3,1,428,693,1,430,394,1707,1,1,1,2,3,
38092,1,1,3,1,11,490,30,11,482,431,1257,7,62,1,3,5,
90357,2,1,4,3,13,50,59,13,51,51,1032,14,27,1,2,2,
132734,1,1,4,1,4,526,336,4,519,460,642,1,59,1,5,2,
4805,1,1,3,1,5,346,11,5,344,321,1185,1,1,1,2,2,
126867,1,1,3,3,7,274,30,7,274,232,420,3,9,1,3,3,
33363,2,1,1,5,17,474,62,17,466,227,1447,8,12,1,4,5,
130121,1,1,3,5,20,170,160,20,168,161,222,6,6,8,3,3,
134473,1,1,2,1,9,24,42,9,42,24,43,1,59,1,2,3,
137960,1,1,4,1,8,90,141,8,88,87,2208,5,5,1,3,3,
88347,1,1,1,3,5,7,1436,5,7,7,4462,1,1,1,6,2,
34663,2,1,1,3,1,114,14,1,111,108,1024,3,9,1,3,3,
79344,1,1,1,3,23,248,192,22,251,239,5951,9,21,1,3,3,
11574,2,1,1,3,11,108,1384,11,105,102,4293,6,6,1,4,5,
29294,1,1,3,3,5,109,341,5,107,104,1475,17,31,1,3,3,
61577,1,1,3,1,7,523,74,7,625,267,3527,1,1,1,3,3,
60416,2,1,2,1,8,477,65,8,469,423,1844,6,6,1,3,2,
149566,1,1,3,4,11,141,59,11,138,134,179,7,10,1,3,3,
20315,2,1,4,3,6,332,643,6,330,310,4386,1,54,1,3,3,
37131,1,1,4,4,3,78,681,15,170,45,3193,17,31,1,5,2,
108785,1,1,4,1,5,285,142,5,142,138,582,1,54,1,1,3,
105236,2,1,1,3,5,165,191,5,163,158,1316,3,9,2,3,5,
70026,1,1,1,3,25,117,113,24,114,111,144,35,193,1,6,2,
52314,2,1,2,3,1,190,255,1,14,123,1199,4,7,1,4,2,
5321,1,1,2,3,14,425,278,14,416,385,932,6,55,1,3,3,
120729,1,1,4,1,4,489,296,4,480,460,6266,10,50,1,4,4,
76114,2,1,3,3,3,78,1369,15,170,45,4235,3,9,1,3,3,
115629,2,1,3,3,15,223,206,15,221,214,1840,23,63,1,2,2,
52556,1,1,4,3,3,357,84,28,215,208,312,4,4,1,5,2,
147412,2,1,4,3,5,151,2126,5,149,144,6907,3,45,1,2,5,
10125,2,1,3,3,14,513,579,14,455,414,1888,3,9,1,3,2,
63456,2,1,4,3,14,548,47,14,606,507,2598,11,79,1,3,2,
53493,2,1,4,3,5,56,567,5,103,100,1279,11,30,1,4,5,
20367,1,1,3,5,20,116,19,20,113,110,142,6,41,1,3,3,
133907,1,1,4,3,6,25,1291,6,25,50,3955,1,1,1,6,2,
73713,2,1,3,3,5,66,45,5,65,67,1003,3,38,2,2,3,
2601,1,1,1,3,16,89,89,16,87,86,1764,7,11,1,3,3,
105673,2,1,1,1,6,561,411,6,551,310,5087,6,6,1,2,3,
1897,1,1,3,5,20,434,375,20,495,174,1391,1,1,1,5,2,
87975,2,1,2,1,21,445,142,21,439,403,3659,3,20,1,1,2,
31020,1,1,1,1,11,268,157,11,482,431,2771,5,77,1,2,2,
72607,2,1,4,3,24,486,1066,23,146,306,4173,12,17,1,6,2,
44869,2,1,3,3,5,11,1438,5,11,11,4470,3,9,1,3,5,
86550,1,1,1,3,22,427,1056,25,428,392,3031,1,24,1,3,3,
117439,2,1,1,3,3,158,156,3,280,41,2069,3,9,13,3,3,
108661,1,1,3,4,15,110,392,15,101,98,2028,1,1,1,2,2,
91051,1,1,4,3,15,207,67,15,239,186,3642,3,9,1,4,4,
135609,1,1,3,3,5,43,617,5,44,43,1420,2,15,2,2,2,
131408,1,1,1,3,21,532,99,21,523,464,1596,1,24,1,2,3,
119326,1,1,1,5,24,476,542,23,468,420,1201,1,1,1,5,2,
48809,1,1,1,3,18,441,2112,18,539,398,6862,1,1,1,4,5,
127653,1,1,3,3,24,586,19,23,146,433,1268,3,45,1,4,3,
140239,2,1,3,3,21,528,260,21,521,478,4395,3,45,1,5,5,
28769,2,1,1,3,8,80,434,8,78,79,5630,4,4,1,3,3,
135911,1,1,3,3,12,267,288,12,268,201,2576,4,4,1,4,5,
99135,2,1,3,4,24,319,761,23,320,302,5892,4,4,6,3,2,
81570,1,1,1,1,8,318,11,8,319,301,524,11,30,1,3,5,
117181,1,1,1,3,6,178,1649,6,214,207,5202,6,6,20,3,3,
103649,1,1,3,4,6,79,391,6,77,78,4837,3,45,1,2,4,
27282,2,1,3,5,12,321,67,12,23,58,1102,4,7,1,3,3,
96902,2,1,4,4,3,78,590,15,46,45,3708,3,9,14,3,3,
104329,1,1,1,5,11,448,21,11,442,452,1630,6,6,1,2,3,
50917,1,1,4,7,15,344,2124,15,223,216,6902,1,1,1,2,2,
127965,1,1,3,3,3,35,87,3,35,35,204,2,15,1,3,3,
53997,1,1,3,1,7,373,332,7,126,13,2111,1,1,1,4,3,
127926,2,1,1,1,6,47,87,6,48,47,645,6,41,1,2,2,
38511,1,1,1,3,21,102,99,21,98,96,120,1,24,8,3,3,
55806,2,1,1,5,6,104,87,6,382,25,1116,6,41,1,3,3,
133221,2,1,2,1,21,557,411,21,549,415,4468,19,104,1,2,3,
137804,2,1,3,5,6,8,291,6,8,8,539,25,73,1,3,5,
74080,2,1,1,3,9,386,383,9,38,38,2509,3,20,1,3,3,
92538,2,1,3,1,8,59,11,8,59,60,1425,3,39,1,3,5,
141667,1,1,3,3,4,132,346,4,129,125,662,7,10,1,3,5,
107468,2,1,3,5,20,116,1875,20,113,110,6110,3,9,1,4,5,
138347,1,1,3,3,12,30,67,12,30,30,3597,5,5,1,3,3,
41160,2,1,4,3,8,149,265,8,147,142,4635,12,212,1,2,3,
91385,2,1,1,3,11,295,105,11,181,175,1111,12,17,1,2,2,
95222,1,1,4,3,5,101,340,5,190,334,2713,4,7,1,5,3,
144683,2,1,4,1,5,496,599,5,284,138,1380,5,5,1,2,3,
127936,1,1,1,1,15,344,61,15,223,216,600,3,38,1,3,2,
119198,2,1,3,3,5,358,158,5,115,240,4875,3,45,1,2,3,
112134,2,1,1,3,22,439,136,25,432,421,1165,3,9,1,2,3,
146155,1,1,3,4,3,278,2162,3,276,35,7034,6,6,1,3,2,
131017,1,1,3,3,5,43,176,5,44,43,1192,22,57,1,3,5,
39001,2,1,3,3,9,18,18,9,18,18,18,2,15,5,3,5,
88164,2,1,3,1,6,260,22,6,263,254,22,12,17,1,2,3,
67662,2,1,1,5,23,204,192,22,201,511,2706,3,9,1,3,3,
21746,1,1,2,3,14,425,26,14,416,385,5533,10,25,1,4,2,
58368,1,1,1,4,22,238,19,25,241,229,604,1,59,1,2,2,
43016,1,1,3,3,13,26,788,13,26,261,2013,7,10,12,5,5,
138599,2,1,3,1,21,130,420,21,127,124,844,3,19,1,3,3,
1538,1,1,3,1,23,481,38,23,165,159,218,6,55,1,3,5,
130117,2,2,4,1,5,201,1187,5,197,320,3542,13,8,1,3,2,
136415,1,1,4,1,5,101,118,5,190,334,152,4,4,1,1,3,
18383,1,1,4,3,11,244,816,11,246,408,2109,7,11,1,2,2,
64561,2,1,3,3,6,179,99,6,178,170,429,2,15,1,3,3,
27848,1,1,3,8,8,16,315,8,16,16,1152,4,4,1,4,2,
21668,1,1,1,4,15,207,496,15,239,186,1463,1,8,1,3,2,
32567,2,1,3,3,13,76,59,13,74,180,904,1,24,1,3,2,
16031,1,1,3,3,23,368,45,22,391,360,1599,17,31,14,4,3,
28338,2,1,1,5,11,244,268,11,246,236,466,3,3,1,1,3,
122318,1,1,4,7,6,131,257,6,128,50,1762,4,7,1,3,3,
139124,1,1,4,1,30,618,54,30,617,286,2885,6,41,1,4,2,
120096,2,1,3,4,1,450,255,1,14,123,1203,4,4,1,3,2,
14456,1,1,3,3,4,112,601,4,109,106,3581,1,1,1,7,2,
125959,2,1,3,3,3,9,13,3,9,9,180,11,30,1,4,3,
32831,2,1,1,3,6,8,881,6,8,8,6288,4,7,1,3,3,
36277,1,1,1,3,5,101,930,5,190,184,2533,4,70,1,4,5,
114699,1,1,4,3,1,190,72,1,14,123,1490,7,10,1,3,2,
34699,1,1,3,3,3,41,297,3,41,41,5053,1,1,2,6,2,
103741,2,1,3,3,11,183,45,11,181,175,251,12,17,1,4,5,
29632,2,1,1,1,3,35,87,3,35,35,204,14,27,1,4,2,
69595,2,1,3,5,11,611,157,11,653,527,4867,3,3,1,3,4,
5187,2,1,1,1,22,153,14,25,151,169,237,3,38,1,2,2,
127262,2,1,1,3,11,244,90,11,246,408,4633,20,51,1,3,3,
31942,2,1,1,1,6,260,99,6,263,254,1784,4,4,6,2,3,
86969,1,1,3,5,12,23,74,12,553,23,5635,1,1,1,3,2,
112867,2,1,1,3,9,500,38,9,24,24,1337,3,3,1,4,5,
43906,2,1,3,3,5,213,103,5,210,203,1667,3,9,1,3,3,
47908,2,1,1,3,3,133,283,3,90,64,2975,6,6,1,4,3,
1887,1,1,3,3,4,112,601,4,109,106,1382,7,52,1,2,3,
111698,1,1,1,5,5,359,239,5,359,333,3138,3,9,1,1,2,
69462,1,2,3,1,8,318,11,8,319,301,524,27,126,1,4,2,
99696,1,1,1,1,17,175,135,17,615,454,2820,17,75,1,2,3,
149200,1,1,1,4,8,74,11,8,72,74,470,1,24,1,2,2,
71773,1,1,3,3,15,110,101,15,100,98,452,1,1,1,4,3,
39080,1,1,4,3,16,668,142,16,472,329,1188,6,55,1,3,3,
146391,2,1,3,3,6,8,153,6,12,12,2145,3,3,1,3,2,
132890,2,1,3,3,11,141,59,11,138,134,179,11,30,1,5,3,
42452,2,1,3,1,8,245,11,8,247,237,832,9,35,1,2,3,
32441,2,1,3,3,11,440,1926,11,433,397,6270,11,30,1,4,5,
67329,1,1,3,1,3,78,68,3,76,6,1792,5,77,1,2,2,
148524,2,1,4,1,24,424,38,23,415,304,929,3,9,1,5,4,
143730,1,1,4,3,4,112,5,4,109,106,137,5,5,1,5,5,
9172,2,1,1,3,6,178,1181,6,214,207,3528,4,4,1,3,3,
135705,1,1,3,4,4,273,140,4,141,137,184,17,31,1,3,3,
5208,2,1,1,1,6,104,1001,6,382,25,2798,12,17,1,2,2,
56779,1,1,3,1,3,35,428,3,35,35,863,4,70,1,1,3,
104785,1,1,3,4,21,458,196,21,521,456,3950,7,11,1,5,2,
9804,1,1,1,3,6,8,1297,6,8,8,3980,3,45,1,4,3,
70639,1,1,2,3,19,60,330,19,60,61,5969,1,1,1,3,3,
141925,1,1,3,5,1,72,136,1,198,510,3559,4,4,1,3,5,
78722,2,1,3,3,5,359,39,5,359,333,1600,3,20,8,2,3,
38356,1,1,3,5,8,149,352,8,147,142,6547,1,8,1,4,3,
141221,1,1,1,3,4,473,498,4,465,418,3364,1,8,1,4,3,
79144,1,1,3,1,13,76,59,13,74,180,2099,1,24,1,2,3,
131202,2,1,3,3,24,128,393,9,75,154,4026,12,17,1,2,2,
526,2,3,3,5,20,301,274,20,302,62,484,13,6,1,3,3,
83296,2,1,3,1,5,171,262,5,39,162,7267,4,4,1,2,3,
124371,1,1,1,3,5,294,283,5,279,266,2547,1,24,1,3,3,
113527,1,1,3,3,4,437,637,4,5,322,2467,21,95,1,4,6,
50480,1,1,1,3,5,171,408,5,39,39,5464,1,1,1,5,2,
138365,1,1,3,3,6,25,13,3,9,9,5294,6,6,1,2,2,
89969,1,1,2,3,21,102,99,21,98,96,120,4,4,1,2,3,
5624,2,1,3,3,3,3,153,3,3,3,1061,3,3,1,3,2,
120948,2,1,4,3,8,90,141,8,88,87,186,3,9,1,3,3,
53840,2,1,1,1,22,119,54,25,116,259,2072,5,22,1,4,3,
18871,1,1,1,1,9,392,59,9,388,358,767,1,24,1,2,2,
15697,2,1,4,3,16,504,135,16,576,49,2124,19,46,9,3,3,
121045,2,1,1,1,5,39,11,5,321,303,1244,12,17,1,2,5,
3626,1,1,3,5,9,218,114,9,216,209,773,6,64,1,2,3,
17871,1,1,4,3,8,300,11,8,301,89,483,1,24,1,2,5,
16357,1,1,3,1,24,476,19,23,468,420,1247,6,55,1,3,5,
130793,1,1,3,3,9,292,1119,9,292,277,6537,5,42,1,6,3,
137432,1,1,1,1,5,57,1012,5,56,57,5487,5,5,1,1,3,
62383,2,1,3,3,24,167,38,23,165,159,218,4,4,8,4,5,
19599,1,1,1,1,5,483,11,5,226,217,329,1,1,1,2,2,
39332,2,1,1,3,8,410,11,8,406,374,856,9,21,1,3,3,
111604,2,4,3,1,12,192,469,12,23,23,6033,13,6,1,4,3,
130000,2,1,4,3,8,205,625,8,502,33,1449,32,162,1,2,2,
87225,2,1,3,1,15,282,87,15,491,429,1427,14,27,1,3,2,
116531,2,1,3,5,5,56,386,5,103,203,2213,3,19,1,4,3,
42590,1,1,3,8,6,459,33,6,453,412,5826,21,53,4,4,5,
25013,2,1,4,6,9,453,241,9,448,409,5808,14,71,1,3,5,
112046,1,1,1,1,22,119,54,25,116,259,2072,6,41,1,2,3,
132131,1,1,1,3,9,70,19,9,69,70,337,3,9,1,3,3,
24969,1,1,3,3,5,56,61,5,103,191,301,7,47,1,3,3,
7028,2,1,3,3,11,295,105,11,295,279,1101,20,51,1,2,2,
135037,2,1,1,3,1,114,259,1,111,108,1046,5,5,1,3,5,
28153,1,1,3,3,14,446,545,14,440,233,3443,17,31,1,2,2,
24320,1,1,3,1,22,238,19,25,241,229,604,1,59,1,4,2,
140150,2,1,3,3,4,231,502,4,234,224,3050,17,31,1,3,2,
113941,1,1,1,3,3,6,68,3,6,6,6877,1,1,1,5,3,
54540,1,1,1,3,4,312,178,4,313,253,3108,1,1,1,4,2,
25359,1,1,1,3,8,300,36,8,301,89,1832,3,9,1,3,3,
113706,1,1,3,3,12,48,67,12,171,48,227,3,9,1,3,3,
138708,2,1,1,3,6,12,8,6,12,12,4740,4,7,1,3,2,
8271,2,2,1,1,5,7,861,5,7,7,2244,13,8,1,6,3,
135436,1,1,3,3,5,151,335,5,149,144,3727,4,7,1,1,2,
121824,1,1,3,3,7,597,30,7,590,232,2393,1,59,1,3,3,
11765,1,1,1,1,1,190,78,1,642,182,3882,1,1,1,2,4,
110135,2,1,1,3,22,121,45,25,356,335,673,19,104,1,3,4,
104338,1,1,1,3,1,450,136,1,535,406,3700,5,42,1,3,2,
62352,2,1,3,5,5,56,130,5,103,100,2492,5,77,1,2,2,
36950,2,1,1,3,1,14,259,1,14,123,3856,4,4,1,4,2,
121461,2,1,1,3,5,7,199,5,7,7,305,22,57,1,4,4,
130822,1,1,3,3,21,130,320,21,127,325,615,1,24,1,5,2,
9076,2,1,3,3,6,79,800,6,77,78,2041,23,63,1,3,2,
142475,1,1,1,3,5,352,284,5,349,326,5573,7,10,1,3,3,
9866,2,1,1,3,5,346,94,5,344,321,368,10,25,7,3,3,
112603,2,1,4,3,1,190,151,1,188,1,4129,5,42,1,3,5,
132709,2,1,1,3,11,86,54,11,84,84,697,5,77,1,5,3,
41646,1,1,1,3,4,514,377,4,236,500,6550,3,3,1,3,3,
45381,1,1,4,3,8,206,208,8,203,196,2947,3,45,1,3,3,
56579,2,1,3,3,14,200,54,14,196,189,272,3,9,1,2,3,
96543,1,1,4,3,17,417,805,17,54,55,2052,7,47,1,4,2,
122458,1,1,1,3,1,190,212,1,188,182,2732,3,9,1,2,3,
98716,1,1,3,1,13,421,59,13,414,383,902,17,31,1,3,3,
102974,1,1,1,3,6,8,33,6,8,8,5578,4,7,4,3,2,
54641,2,1,1,1,14,400,47,14,399,270,819,1,59,1,7,2,
51681,2,1,1,4,8,410,352,8,406,374,6146,10,50,1,2,2,
40938,2,1,1,3,5,101,1192,5,190,334,3550,11,16,1,3,5,
96944,2,1,1,1,22,154,19,25,152,147,198,6,81,1,4,5,
148500,2,1,1,5,3,133,538,3,130,64,1195,21,95,1,3,3,
34845,2,1,1,3,8,106,90,8,102,99,1216,20,51,1,3,3,
81545,2,1,3,3,3,6,49,3,6,6,846,9,43,1,2,3,
47755,2,1,3,3,3,124,3,3,120,9,349,10,25,1,7,2,
144402,2,1,1,3,2,563,60,2,648,336,4048,5,5,1,3,3,
142194,2,1,1,3,21,146,68,21,144,124,2038,9,13,1,3,5,
138502,1,1,1,3,13,34,335,13,34,103,1526,3,9,1,4,3,
58843,2,1,3,3,14,196,47,14,193,187,2233,11,79,11,6,3,
149966,1,1,3,1,18,216,59,18,336,206,746,1,24,1,3,5,
36118,1,1,4,1,24,560,19,23,390,359,775,1,59,1,5,2,
103602,1,1,1,5,1,182,258,1,484,492,6292,1,1,1,5,2,
17207,1,1,4,4,8,206,1618,8,203,196,5096,6,6,1,3,3,
144077,2,1,2,2,17,340,2,17,338,314,4903,2,2,1,4,5,
37873,1,1,1,3,8,206,673,8,203,196,1647,7,11,1,4,3,
68951,2,1,1,3,15,107,1230,15,104,101,3696,3,20,2,3,3,
