,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,Result,Certified,agegroup,EducationLevel,placed
38238,2,1,3,1,14,197,1052,14,47,46,3015,6,55,1,1,1,1,2,
23308,2,1,3,3,5,171,67,5,39,162,223,5,42,1,1,1,3,3,
99728,2,1,1,5,5,126,61,5,122,119,2392,5,48,1,4,2,4,3,
36586,1,1,3,3,3,6,835,3,6,6,2881,7,47,6,3,2,3,2,
68029,1,1,1,3,8,287,260,8,286,179,2784,1,24,1,1,1,3,2,
131346,1,1,3,3,12,23,223,12,23,23,360,27,126,1,1,1,6,2,
29231,1,1,4,3,5,29,11,5,29,29,245,11,69,1,1,1,3,3,
46914,1,1,3,3,12,161,67,12,174,201,2589,5,5,1,1,1,4,3,
30777,1,1,3,4,15,45,842,15,46,45,2433,1,24,1,1,1,3,2,
137963,1,1,4,7,15,223,330,15,221,214,632,1,8,1,2,2,5,2,
147210,1,1,3,1,5,435,11,5,424,390,964,1,1,1,2,2,2,5,
18803,2,1,3,4,15,314,200,15,317,101,5262,3,9,1,1,1,2,2,
79991,2,1,1,3,5,42,43,5,43,42,44,5,5,1,1,1,3,2,
77298,1,1,1,1,5,31,30,5,31,31,31,17,72,1,1,1,3,3,
46833,2,1,1,3,6,8,430,6,8,8,5226,4,7,1,1,1,3,3,
19007,1,1,1,3,13,176,605,13,176,167,1389,11,69,1,3,2,3,3,
147252,2,1,3,5,20,354,326,20,353,107,625,4,4,1,1,1,3,3,
49395,2,1,1,1,6,10,957,6,10,10,5270,15,82,1,1,1,1,3,
11589,1,2,3,1,6,12,1386,6,137,133,4299,13,85,1,1,1,7,2,
46995,1,1,1,4,4,312,503,4,313,297,1106,9,36,1,2,2,3,3,
71003,2,1,1,3,5,43,61,5,219,43,702,5,48,1,3,2,3,2,
29925,2,1,1,3,5,346,11,5,344,321,1185,9,13,1,1,1,3,3,
96897,1,1,4,3,8,90,288,8,88,87,1566,3,45,1,1,1,4,3,
144711,2,1,3,1,5,118,868,10,607,20,2276,10,50,1,1,1,1,3,
105076,2,1,3,3,11,183,45,11,181,175,251,12,17,1,4,2,3,2,
127731,2,1,1,3,5,359,103,5,39,39,2004,4,4,1,1,1,3,3,
135265,2,1,3,3,3,600,4,3,53,53,57,1,33,1,1,1,3,3,
85084,1,1,4,3,3,9,765,3,9,9,2926,7,11,1,1,1,3,2,
79406,1,2,1,3,9,277,231,5,179,247,4186,13,6,1,1,1,3,2,
53316,2,1,3,3,12,30,81,5,343,320,912,15,82,1,4,2,3,3,
76131,2,1,3,1,6,212,19,23,146,285,485,3,9,6,2,2,6,4,
148228,1,1,3,3,12,30,124,12,30,30,5596,1,1,1,1,1,5,3,
135649,1,1,1,4,22,153,130,25,151,243,1020,1,1,1,1,1,4,2,
79348,1,1,1,5,17,378,43,17,374,347,3429,1,1,1,1,1,4,2,
79284,2,1,1,3,5,39,11,5,321,303,1244,12,17,1,1,1,2,3,
139426,2,1,1,3,6,25,187,6,25,25,278,3,9,1,1,1,5,3,
37864,1,1,4,3,8,91,234,8,89,88,797,5,42,1,1,1,3,5,
142523,1,1,1,1,1,349,318,1,346,231,612,6,6,1,1,1,2,2,
72734,2,1,1,1,9,18,38,9,18,18,996,4,4,1,1,1,3,3,
7591,1,1,3,1,9,596,388,9,588,505,2337,8,28,1,1,1,5,5,
1544,2,1,1,1,5,57,61,5,56,57,65,1,33,1,3,2,2,3,
23289,2,1,1,3,8,230,65,8,233,88,339,12,17,1,1,1,5,2,
125692,2,1,1,3,6,104,87,6,382,25,1116,4,7,1,1,1,2,3,
4596,1,1,3,1,14,374,26,14,325,309,2581,4,4,1,1,1,3,2,
15821,1,1,1,3,8,287,260,8,286,179,2784,5,42,1,1,1,5,3,
75764,2,1,3,5,13,310,87,13,172,474,1782,4,4,1,1,1,3,5,
43288,1,1,1,3,6,131,2054,6,128,50,6692,7,10,1,1,1,3,3,
133491,2,1,3,1,13,414,59,13,410,379,882,3,9,1,1,1,4,3,
6744,1,1,3,1,12,192,59,12,158,48,399,17,131,6,1,1,3,2,
39249,1,1,3,3,12,23,1299,12,23,58,3989,3,9,1,1,1,3,3,
103872,2,1,1,3,18,313,142,18,315,299,511,12,17,1,1,1,4,3,
97809,2,1,3,3,11,448,54,11,442,405,2752,3,9,1,1,1,3,5,
119535,1,1,3,3,8,80,1314,8,78,79,4033,1,1,1,1,1,4,3,
91335,1,1,2,4,14,336,2013,14,335,313,6570,1,1,1,1,1,4,2,
72681,1,1,3,4,4,143,140,4,294,264,464,7,10,1,1,1,5,3,
104176,2,1,1,3,8,595,34,8,587,36,2315,11,16,3,3,2,3,5,
54825,1,1,3,1,11,559,30,11,550,482,1836,1,59,1,1,1,5,2,
102076,2,1,1,1,8,220,87,8,86,85,1038,14,27,1,2,2,2,2,
56414,1,1,4,3,3,6,436,3,6,6,883,7,10,1,1,1,3,3,
136236,2,1,3,1,3,278,87,3,276,35,658,6,6,1,1,1,4,2,
66338,1,1,1,1,5,285,142,5,284,138,439,4,70,1,3,2,1,2,
123399,2,1,4,3,8,587,11,8,275,60,421,3,3,1,3,2,4,5,
111075,2,1,3,3,6,83,3,6,81,192,4430,15,32,1,1,1,3,2,
53264,2,1,1,3,14,541,54,14,509,40,1483,14,23,1,1,1,3,5,
148364,2,1,4,3,8,326,87,8,502,33,2499,14,27,1,3,2,3,3,
78511,1,1,3,1,20,227,297,20,228,174,5050,5,22,1,1,1,2,5,
123088,2,1,1,3,5,409,73,5,405,373,2231,19,101,1,1,1,3,3,
54084,2,1,1,4,6,8,33,6,8,8,2422,9,36,1,3,2,4,2,
31351,1,1,3,4,3,69,3,3,68,4,82,1,1,1,1,1,3,2,
26214,1,1,4,1,14,184,849,14,182,40,5885,4,4,1,3,2,3,3,
90243,2,1,3,3,3,35,36,3,35,35,37,3,9,2,1,1,4,3,
42799,2,1,1,3,5,58,94,5,58,91,110,5,5,5,1,1,3,3,
56603,2,1,1,3,8,326,2166,8,202,33,7049,3,9,1,1,1,3,3,
25461,1,1,2,3,5,221,43,5,122,212,5422,10,25,1,1,1,6,2,
4939,2,1,1,3,13,34,246,13,34,103,410,3,9,1,4,2,3,3,
65141,1,1,3,3,22,121,23,25,356,332,3524,11,30,1,1,1,4,5,
129716,2,1,3,3,11,440,340,11,433,397,2250,11,16,1,1,1,4,5,
8036,2,1,4,3,1,114,222,1,111,231,355,5,42,1,1,1,3,2,
31996,2,1,4,1,5,471,45,5,332,312,575,14,27,5,1,1,3,3,
28241,1,1,3,3,11,244,59,11,246,408,1431,1,24,1,1,1,3,2,
69021,2,1,3,3,5,43,269,5,44,43,971,2,74,1,1,1,3,5,
115962,2,1,1,3,1,322,151,1,323,305,536,2,2,1,1,1,3,2,
94548,2,1,1,5,6,140,1202,6,137,22,3667,9,21,12,1,1,3,2,
62843,1,1,3,1,15,254,432,15,257,248,2636,1,24,1,1,1,3,2,
31590,1,5,3,1,4,143,140,4,352,401,512,13,24,1,2,2,2,2,
27625,1,1,2,1,16,219,135,16,487,210,1274,17,75,1,1,1,4,3,
75121,1,1,4,3,17,307,135,17,309,293,499,17,75,1,1,1,3,3,
136868,1,1,1,3,6,455,1119,6,451,207,6874,21,95,1,1,1,4,2,
40707,1,1,3,3,7,373,132,7,126,13,171,8,28,1,1,1,4,2,
105804,2,1,3,4,9,232,19,9,299,283,476,6,6,1,1,1,4,3,
113934,1,1,2,3,5,115,132,5,112,442,171,1,8,2,1,1,3,3,
25159,2,1,1,1,11,399,93,3,90,64,107,19,115,1,1,1,2,2,
83053,1,1,1,3,1,14,136,1,14,123,1146,9,35,1,3,2,7,2,
68179,2,1,3,1,19,390,216,17,249,55,6393,10,50,6,1,1,7,2,
115224,2,1,1,1,5,151,64,5,149,144,1173,4,7,1,1,1,2,3,
5869,1,1,3,3,12,23,1050,12,174,201,3005,2,74,1,1,1,5,3,
130732,2,1,4,3,5,42,67,5,43,42,114,4,7,8,1,1,4,2,
96744,2,1,3,1,7,274,30,7,274,232,420,3,9,1,3,2,3,3,
47764,1,1,3,3,13,264,59,13,410,379,882,17,31,1,3,2,4,2,
110778,1,1,1,1,24,444,12,23,438,402,2990,8,28,1,3,2,5,2,
17149,1,1,3,7,5,171,39,5,39,39,1796,1,1,1,1,1,3,3,
144580,2,1,1,1,8,335,87,8,334,87,720,6,64,1,1,1,3,5,
105499,2,1,3,5,20,61,758,20,61,62,1917,6,81,1,1,1,4,3,
9275,2,1,1,5,11,183,105,11,181,175,1111,20,127,1,3,2,2,2,
44183,2,1,3,3,12,462,90,12,158,90,1486,8,28,5,1,1,4,5,
42837,1,1,3,4,24,560,19,23,146,141,191,6,6,12,3,2,5,5,
114061,2,1,3,1,3,124,49,3,120,230,2688,9,21,1,4,2,1,2,
59772,1,1,1,3,4,404,346,4,401,369,2310,7,10,1,1,1,3,5,
43518,1,1,1,3,3,4,1897,3,4,4,6183,1,1,1,1,1,5,2,
36200,1,1,1,3,6,47,1983,6,48,47,6448,1,1,1,1,1,2,3,
140245,1,1,1,3,5,126,1867,5,122,119,6067,1,1,1,1,1,2,3,
51397,1,1,3,5,18,551,30,18,543,475,1783,17,72,1,1,1,3,2,
127970,2,1,3,3,13,189,59,13,187,82,365,2,2,1,1,1,2,3,
43194,2,1,1,4,15,96,207,15,93,45,1430,3,9,1,1,1,3,3,
40587,2,1,3,3,1,65,1833,1,64,114,5961,9,13,14,1,1,3,2,
20515,2,1,3,3,5,398,182,5,397,366,792,11,30,2,3,2,3,5,
125571,1,1,1,5,1,190,255,1,188,182,1809,9,13,1,1,1,2,3,
26378,2,1,4,3,3,35,87,3,35,35,204,14,27,1,4,2,2,2,
81295,1,1,1,3,5,294,902,5,279,266,2435,1,24,7,4,2,2,2,
58908,1,1,1,7,15,207,496,15,239,186,1463,1,8,1,2,2,1,2,
69038,2,1,1,1,5,285,142,5,284,138,439,6,55,1,1,1,1,3,
118258,2,1,3,1,15,110,87,15,221,214,1375,1,59,1,1,1,3,3,
147161,2,1,3,4,18,55,59,18,55,56,63,11,30,6,1,1,4,5,
141651,1,1,3,3,12,462,67,12,268,201,4175,1,1,1,1,1,5,2,
66969,2,1,1,3,13,553,84,13,545,477,1798,17,31,8,3,2,3,5,
137497,1,1,4,1,6,542,440,6,534,172,1686,15,32,1,1,1,1,3,
64455,1,1,1,3,5,213,103,5,210,203,1667,3,9,1,1,1,3,3,
99600,1,1,1,3,22,138,54,25,135,130,175,6,6,1,1,1,5,2,
113639,1,1,3,3,9,614,1527,20,238,107,4741,7,11,1,1,1,5,2,
44611,1,1,3,4,15,263,1409,15,260,251,4375,1,1,1,1,1,3,2,
149260,1,1,4,1,5,31,30,5,31,31,31,17,72,1,3,2,1,3,
57505,2,1,1,3,3,69,153,3,68,4,2470,15,32,1,1,1,4,2,
77242,1,1,3,3,5,58,64,5,58,59,68,6,6,11,1,1,3,3,
39019,2,1,4,1,24,111,38,23,108,105,976,5,80,1,1,1,2,2,
51968,2,1,3,3,9,232,19,9,299,283,476,6,81,2,1,1,2,3,
7797,1,1,4,3,11,21,105,11,21,21,304,8,28,1,1,1,1,2,
123972,2,1,1,3,8,410,352,8,406,374,6146,10,50,1,1,1,3,2,
56842,2,1,3,3,12,97,23,12,57,23,823,11,30,1,1,1,2,2,
83570,1,1,4,3,14,446,481,14,440,233,5397,1,1,1,1,1,2,2,
99693,1,1,3,3,12,30,45,12,171,48,957,11,30,1,1,1,4,6,
8969,1,1,3,3,5,483,1254,5,278,265,3787,1,1,1,1,1,5,2,
105951,1,1,1,3,23,298,602,22,297,281,5758,1,1,1,1,1,5,3,
100154,2,1,4,1,13,310,1146,13,118,164,3395,12,17,1,1,1,3,2,
98824,1,1,3,3,12,48,234,12,171,48,5479,4,4,1,4,2,4,2,
135103,2,1,3,4,2,537,300,2,369,336,1739,3,20,1,4,2,4,3,
16316,1,1,3,3,3,9,9,3,9,9,4981,1,1,1,1,1,2,2,
84835,1,1,3,3,3,169,67,3,167,3,2378,5,5,1,1,1,5,3,
5049,1,1,1,1,18,55,59,18,55,56,63,1,24,1,2,2,4,5,
65271,1,1,3,1,32,388,915,32,511,355,2476,1,8,1,1,1,7,2,
131208,1,1,1,1,5,42,728,5,43,42,1829,7,10,1,1,1,3,2,
5136,1,1,3,4,18,551,321,18,543,475,616,1,1,1,1,1,3,3,
103429,1,1,4,3,6,459,760,6,453,412,4932,5,5,1,1,1,3,2,
18258,2,1,1,1,11,356,135,11,355,330,2712,3,20,6,3,2,4,3,
143607,1,1,4,3,22,153,608,25,151,243,4979,1,1,1,1,1,4,2,
19577,2,1,3,1,6,181,87,6,180,172,242,22,91,1,1,1,3,2,
26329,1,1,1,1,11,244,87,11,246,236,361,1,59,1,1,1,2,3,
128423,1,1,3,3,5,7,119,5,7,7,153,4,4,12,2,2,3,5,
117332,1,1,1,3,11,341,135,11,339,315,593,17,31,1,4,2,2,3,
67800,2,1,1,1,5,115,30,5,112,442,1902,3,20,1,1,1,3,3,
139723,2,1,3,3,20,266,375,20,238,107,727,6,6,1,4,2,1,2,
94890,1,1,4,3,1,190,136,1,188,182,5568,5,66,1,1,1,3,3,
123566,1,1,1,3,14,513,54,14,455,414,1632,1,1,1,1,1,3,2,
104564,2,1,1,3,15,110,1895,15,101,98,6179,6,6,1,1,1,3,3,
43816,1,1,3,1,5,406,98,5,435,399,119,17,75,1,1,1,3,6,
111969,1,1,4,3,3,4,369,3,4,4,4757,1,1,1,1,1,4,2,
18126,2,1,4,3,8,36,38,8,36,15,892,12,17,1,1,1,3,3,
137085,1,1,3,1,13,26,87,13,26,481,1821,6,6,1,2,2,4,3,
48283,1,1,1,1,13,421,45,13,414,428,1532,1,1,1,2,2,2,3,
101607,2,1,3,3,5,359,455,5,39,333,949,3,9,1,1,1,3,3,
147957,2,1,1,3,5,43,283,5,44,43,2234,23,63,1,1,1,3,2,
119730,1,1,4,1,5,168,45,5,166,160,1613,9,21,1,1,1,3,3,
113385,1,1,1,3,6,12,33,6,12,12,3821,7,11,1,1,1,3,5,
79622,2,1,3,3,9,614,258,9,75,154,5798,3,9,15,1,1,5,5,
127431,2,1,4,1,5,151,862,5,149,144,2247,15,32,1,1,1,3,3,
73158,2,1,3,3,9,19,114,9,304,381,7083,3,45,1,4,2,4,3,
90760,1,1,3,3,21,528,52,21,521,478,2357,27,126,1,1,1,3,2,
59528,1,1,1,5,5,56,341,5,103,191,2381,3,9,1,3,2,3,3,
140607,2,1,4,3,8,432,258,8,422,74,3773,3,44,1,1,1,3,3,
122446,1,1,3,3,9,77,721,9,75,331,1807,5,42,1,1,1,3,5,
64790,1,1,1,3,1,190,259,1,188,182,445,5,5,1,1,1,3,2,
128192,2,1,1,1,11,244,87,11,246,236,361,3,38,1,3,2,2,2,
49472,1,1,1,5,1,72,151,1,198,72,275,5,42,1,1,1,4,5,
5137,1,1,1,3,18,331,618,18,524,364,2769,32,166,1,1,1,6,2,
10631,2,1,2,1,6,520,265,6,504,199,3325,3,9,1,1,1,2,3,
38976,2,1,3,3,4,289,346,4,288,272,867,9,36,1,3,2,3,2,
130806,1,1,3,1,8,498,733,8,593,127,2514,5,5,1,1,1,2,2,
22893,2,1,4,1,13,480,558,13,473,344,1253,16,159,1,1,1,4,2,
147953,2,1,1,1,14,400,47,14,399,270,819,19,115,7,1,1,3,3,
68398,2,1,4,3,6,22,1120,6,22,22,5002,3,19,1,1,1,3,2,
41805,2,1,1,1,21,255,45,21,262,249,389,6,6,7,1,1,2,2,
89657,1,1,4,3,18,286,142,18,285,271,447,7,62,1,1,1,4,5,
121621,1,1,4,3,1,72,1,1,198,72,2567,1,1,1,1,1,5,2,
112511,2,1,3,5,20,170,2042,20,168,161,6663,3,20,1,1,1,3,2,
59776,1,1,1,3,6,10,657,6,10,10,3502,6,6,1,1,1,1,3,
69003,2,1,3,3,5,109,1302,5,107,104,3995,5,42,1,1,1,3,3,
44751,1,1,3,3,4,514,19,4,352,328,624,1,24,1,1,1,6,3,
33202,2,1,3,1,15,45,61,15,46,45,2115,3,38,1,3,2,2,3,
41760,2,1,1,3,9,218,383,9,429,393,980,3,3,6,2,2,3,4,
28563,2,1,4,1,5,126,61,5,122,119,2392,4,7,1,1,1,3,3,
135174,2,1,1,1,6,212,74,6,208,422,1166,3,38,1,1,1,2,2,
135626,2,1,4,3,13,553,26,13,545,477,2095,10,65,2,1,1,4,3,
141643,2,1,1,3,22,427,115,25,428,392,4820,2,15,1,1,1,2,3,
92644,1,1,1,3,11,399,1220,11,560,102,3675,1,1,1,3,2,2,2,
143415,2,1,3,1,1,14,14,1,14,14,14,8,12,4,3,2,3,3,
37605,2,1,4,3,22,174,136,25,248,238,364,4,4,1,1,1,3,3,
20663,2,1,4,3,5,56,103,5,103,191,2810,3,20,1,1,1,3,2,
106196,1,1,1,3,3,442,133,3,529,64,6976,7,11,1,1,1,2,2,
34295,2,1,3,3,6,104,219,6,382,25,2690,5,42,1,1,1,2,3,
57667,1,1,1,3,6,83,474,6,81,192,7077,1,1,1,1,1,4,3,
80991,1,1,1,1,11,383,216,20,238,107,3982,7,10,1,4,2,4,2,
45974,2,1,2,4,2,660,473,2,369,336,4030,12,17,1,1,1,2,2,
146141,1,1,1,2,4,514,219,4,352,401,4142,1,1,1,4,2,5,2,
142166,2,1,2,3,24,111,109,23,108,105,136,3,9,2,3,2,3,3,
83128,1,1,3,3,23,368,192,22,391,339,7153,4,7,1,1,1,4,2,
57769,2,1,4,3,14,374,247,14,325,309,548,20,109,1,1,1,3,2,
129350,1,1,4,3,24,476,19,23,468,420,1247,3,45,1,1,1,3,5,
73684,2,1,1,3,12,267,622,12,268,48,2087,2,68,12,4,2,3,2,
20168,2,1,3,3,13,34,1024,13,176,167,3827,23,63,1,1,1,3,3,
59964,2,1,1,3,5,109,710,5,107,104,1755,4,4,1,1,1,3,2,
91936,1,1,2,3,6,140,898,6,137,246,6068,5,5,1,1,1,3,3,
52310,2,1,3,4,22,225,45,25,225,146,1120,4,7,1,1,1,3,3,
90723,2,1,4,1,14,324,45,14,393,362,1108,19,40,1,4,2,2,3,
130130,2,1,1,1,23,546,38,22,314,298,1759,2,74,1,1,1,2,3,
29585,2,1,4,3,13,176,84,13,176,167,713,2,60,1,1,1,3,5,
7778,2,1,4,3,8,343,87,8,502,33,2499,6,64,1,1,1,3,3,
139109,1,1,3,3,4,437,637,4,5,322,2467,1,8,1,1,1,3,5,
78667,1,1,3,3,3,62,1213,3,398,230,3629,1,8,1,1,1,1,2,
66291,2,1,3,3,5,294,902,5,279,266,2435,3,9,1,1,1,1,3,
81666,2,6,3,3,12,23,1231,12,23,23,3709,13,41,1,1,1,2,2,
16709,2,1,3,5,13,50,684,13,51,365,1684,27,126,1,1,1,3,5,
68194,2,1,3,4,14,200,47,14,196,189,1212,9,35,1,1,1,4,5,
1967,1,1,3,3,13,50,59,13,51,194,843,1,24,1,3,2,3,5,
64716,2,1,1,3,3,9,153,3,9,9,1808,3,3,1,1,1,4,2,
100281,2,1,3,3,11,183,45,11,181,175,251,4,4,14,1,1,3,5,
108817,1,1,1,3,8,410,1105,8,406,374,3246,1,1,1,1,1,4,2,
12366,1,1,4,4,11,256,1428,11,259,250,2578,4,4,1,1,1,2,2,
107233,2,1,3,1,9,218,38,9,216,407,3585,14,27,1,1,1,2,2,
149691,1,1,2,3,16,355,340,16,354,329,3017,4,4,6,1,1,3,3,
43248,1,1,3,1,24,560,19,23,390,359,775,1,59,1,1,1,6,5,
108565,1,1,3,3,3,62,132,3,398,230,171,1,1,1,1,1,6,2,
39557,1,1,3,4,11,583,64,11,575,498,2108,9,35,9,1,1,3,5,
127073,2,1,1,3,12,48,234,12,171,48,5479,9,43,1,3,2,4,3,
48514,2,1,3,3,1,190,136,1,188,182,5568,3,9,6,1,1,4,3,
47270,2,2,3,1,9,232,586,9,159,153,4590,13,6,1,1,1,4,3,
123036,2,1,1,3,18,640,59,18,336,206,3688,4,4,1,1,1,3,5,
123496,2,1,3,3,3,41,106,3,41,41,3786,5,5,1,1,1,3,3,
40413,2,1,1,1,6,455,99,6,451,139,1082,12,17,1,1,1,2,2,
116351,1,1,3,4,14,51,26,14,52,52,6378,10,50,6,1,1,3,5,
23307,2,1,3,3,5,215,38,5,212,205,308,3,19,1,1,1,3,3,
142400,1,1,4,1,22,119,54,25,116,113,146,3,19,1,1,1,1,2,
108325,2,1,1,3,1,14,151,1,14,14,666,4,4,1,1,1,3,3,
3981,1,1,3,3,20,266,753,20,238,107,2355,4,4,1,1,1,4,2,
73392,1,1,1,1,4,385,38,4,379,353,1236,5,80,1,3,2,6,2,
29260,1,1,3,3,12,97,132,12,57,23,171,1,1,1,1,1,4,2,
28059,2,1,1,1,6,10,10,6,10,10,10,15,32,1,1,1,4,5,
89010,2,1,4,3,5,569,2131,5,558,490,6927,3,9,1,1,1,4,5,
37517,2,1,3,3,24,323,1012,23,324,121,2855,10,167,1,1,1,7,3,
61215,1,1,3,3,4,385,130,4,379,353,742,1,1,1,1,1,4,5,
67008,2,1,1,3,15,110,430,15,101,98,3100,1,1,1,1,1,4,2,
139295,1,1,3,3,8,343,858,8,342,318,2241,4,4,1,1,1,4,5,
100583,2,1,3,3,14,374,54,14,325,309,4104,6,6,1,1,1,3,3,
37961,1,1,4,1,19,443,67,19,437,300,141,5,42,1,1,1,5,3,
36617,1,1,3,3,21,130,128,21,127,124,165,7,11,1,1,1,4,2,
106257,1,1,4,3,13,26,84,13,26,26,115,9,43,9,1,1,4,5,
71974,2,1,4,1,6,47,87,6,48,47,645,12,17,1,1,1,2,2,
3309,1,1,3,1,4,347,217,4,345,382,2067,1,24,1,1,1,5,3,
647,1,1,1,3,3,52,66,3,53,53,580,3,9,1,3,2,3,3,
147243,2,1,1,3,8,343,1697,8,269,258,5409,17,31,11,4,2,3,2,
3638,2,1,3,3,11,141,59,11,138,134,179,11,30,1,1,1,5,3,
55263,1,1,4,1,9,392,38,9,18,18,996,4,4,1,1,1,2,3,
13835,1,1,4,7,15,282,87,15,491,429,1427,1,59,1,1,1,5,2,
137814,1,1,1,1,5,409,67,5,405,441,141,8,28,1,1,1,2,2,
65359,1,1,1,3,5,142,67,5,139,135,114,1,1,1,1,1,3,3,
9263,1,1,3,3,12,97,67,12,23,23,72,1,1,1,1,1,3,2,
129520,1,1,3,3,5,142,67,5,139,135,114,1,1,1,1,1,3,2,
125436,2,1,1,1,5,201,61,5,197,190,273,9,13,1,1,1,4,3,
32432,2,1,3,5,21,557,99,21,549,415,1834,9,35,2,1,2,3,3,
85439,2,1,3,3,5,142,45,5,139,135,181,12,17,8,1,1,4,3,
29370,2,1,2,3,1,450,136,1,535,406,3700,4,4,1,1,1,2,2,
15584,1,1,3,3,21,528,45,21,521,462,2487,9,43,11,1,1,3,5,
107909,2,1,1,1,8,498,733,8,593,127,2514,15,32,1,1,1,4,2,
45059,1,1,1,1,17,417,1200,17,338,314,3569,10,105,1,1,1,4,2,
62720,2,2,4,3,5,398,182,5,397,366,792,3,9,1,1,1,3,3,
40850,1,1,3,3,13,176,26,13,176,167,2837,10,65,2,1,1,5,2,
128073,1,1,1,1,8,245,11,8,247,237,832,1,1,1,1,1,1,3,
144860,2,1,1,1,6,10,195,6,10,10,3790,6,6,1,1,1,2,3,
4540,2,1,4,7,15,485,87,15,477,429,1222,24,67,16,1,1,2,2,
148503,1,1,1,3,8,149,310,8,147,179,2053,3,9,1,1,1,2,3,
60417,2,1,4,1,5,171,99,5,39,39,599,19,40,1,3,2,2,2,
29183,1,1,1,1,5,29,457,5,29,29,951,2,15,1,3,2,3,5,
105641,1,1,2,1,13,264,59,13,267,257,2627,4,70,1,1,1,2,5,
107089,2,1,1,5,6,12,75,6,12,12,4512,3,38,1,1,1,3,2,
30686,1,1,3,3,9,250,19,9,252,241,1335,11,79,1,1,1,2,3,
107090,2,1,3,4,11,93,333,11,498,449,2123,12,17,1,3,2,3,3,
29861,1,1,1,1,16,49,135,16,576,49,2124,1,59,1,1,1,4,3,
144993,2,1,3,3,5,359,618,5,359,333,2730,18,108,1,4,2,3,3,
148290,2,1,1,3,19,390,103,19,385,356,2398,3,9,6,1,1,3,3,
122969,1,1,1,3,8,230,65,8,233,88,339,1,1,1,1,1,3,3,
105215,1,1,1,3,5,157,11,5,155,150,202,22,57,1,1,1,4,5,
114207,1,1,1,1,22,225,19,25,225,146,1976,3,9,1,1,1,3,3,
97269,1,1,3,1,14,197,31,14,47,46,2042,5,22,1,1,2,1,3,
82984,1,1,1,3,5,29,239,5,29,29,3131,3,45,1,3,2,3,5,
97749,2,1,3,3,21,491,81,21,483,432,2963,3,9,2,1,1,3,3,
90263,1,1,1,1,4,234,653,4,236,226,5136,4,4,1,1,1,5,2,
111690,2,1,4,1,16,504,135,16,576,49,2124,6,55,1,1,1,3,3,
39786,1,1,3,4,20,113,200,20,110,174,307,1,1,1,1,1,3,2,
141600,2,1,3,3,9,250,19,9,252,241,1335,3,9,1,4,2,4,3,
104420,2,1,3,4,6,104,219,6,25,25,796,9,36,1,1,1,3,3,
128884,1,1,3,1,6,22,1334,6,22,22,4101,3,9,1,1,1,2,3,
117763,2,1,4,3,5,171,299,5,149,144,566,3,9,1,1,1,3,3,
63217,1,1,3,1,13,26,84,13,26,26,115,7,47,2,1,1,2,5,
65239,2,1,3,4,21,528,138,21,521,478,7243,9,130,1,1,1,3,4,
99560,1,1,1,3,11,448,45,11,442,452,1476,1,24,7,1,1,2,2,
100316,2,1,1,5,5,157,723,5,155,150,1816,2,15,1,1,1,2,3,
42984,2,1,1,3,3,35,162,3,35,35,226,5,22,1,1,1,3,3,
51383,1,1,3,3,8,300,11,8,301,89,483,22,91,1,4,2,2,5,
68392,1,1,3,3,19,509,132,19,175,61,171,1,1,1,1,1,4,3,
81117,1,1,2,4,6,209,99,6,205,199,293,4,4,1,1,1,3,3,
82711,1,1,1,5,4,234,498,4,236,226,2997,1,8,1,1,1,5,3,
37934,1,1,1,5,6,22,132,6,22,22,171,1,1,2,1,1,2,2,
37496,2,1,1,3,5,144,81,5,142,138,2964,15,82,1,1,1,3,3,
122195,1,1,3,4,1,65,19,1,64,114,568,3,9,2,1,1,3,5,
9445,1,1,4,3,9,77,334,9,75,211,637,1,24,1,2,2,3,3,
26750,1,1,4,6,8,326,193,8,202,33,4718,12,17,1,1,1,2,2,
89094,1,1,3,1,13,480,558,13,473,344,1253,16,159,1,1,1,2,2,
68059,2,1,3,5,5,193,142,5,367,342,682,5,5,1,4,2,2,2,
147453,1,1,1,3,8,149,144,8,147,142,192,12,17,1,1,1,4,3,
18382,2,1,1,5,11,490,333,11,550,482,2344,4,4,1,1,1,3,5,
136229,1,1,3,3,3,357,445,3,357,35,914,4,7,1,1,1,4,3,
51118,1,1,3,1,4,347,217,4,345,382,2067,1,24,1,1,1,5,3,
37804,1,1,4,3,12,462,132,12,57,163,171,1,1,1,1,1,6,2,
25146,1,1,3,3,13,176,26,13,51,365,5125,10,65,1,1,1,3,3,
145193,1,1,1,3,21,528,1732,21,258,249,5544,1,1,1,1,1,3,3,
3397,2,1,3,4,8,245,11,8,247,237,832,3,39,1,1,1,4,4,
71647,1,1,3,3,6,140,1136,6,137,133,3361,9,35,1,1,1,2,2,
120437,2,1,1,3,22,153,14,25,151,169,237,3,39,6,3,2,3,4,
118166,2,1,3,3,7,366,808,7,281,458,2068,19,104,1,1,1,4,3,
142069,2,1,2,1,3,304,44,3,306,35,4068,1,24,1,1,1,2,2,
146847,2,1,3,5,13,76,59,13,74,180,904,3,9,1,1,1,5,3,
60018,1,1,1,3,7,274,30,7,13,13,721,1,8,1,1,1,4,3,
127747,1,1,4,3,5,75,232,15,277,216,428,25,73,1,1,1,3,5,
